generation	AC	ID	AuROC	roc_auc	AuPR	pr_auc	parent_AC	parent_ID	selected
5	cluster_4_G5_M3_C10	cluster_4_G5_M3_C10	0.7746476262202012	0.7741698288097789	0.7769587056557165	0.7742184721500958	cluster_4_G4_M3_C4	cluster_4_G4_M3_C4	0
5	cluster_4_G5_M1_C5	cluster_4_G5_M1_C5	0.7714882831735368	0.7715536019465284	0.7706578968760948	0.769475645731327	cluster_4_G4_M1_C10	cluster_4_G4_M1_C10	0
5	cluster_4_G5_M5_C4	cluster_4_G5_M5_C4	0.76999420676071	0.7694951191958983	0.7626931831435829	0.760933182237757	cluster_4_G4_M4_C3	cluster_4_G4_M4_C3	0
5	cluster_4_G5_M2_C9	cluster_4_G5_M2_C9	0.7699294673116472	0.769454421689888	0.7636446173346775	0.7611477676738976	cluster_4_G4_M3_C3	cluster_4_G4_M3_C3	0
5	cluster_4_G5_M2_C4	cluster_4_G5_M2_C4	0.7688128204385482	0.7683170639863279	0.7672240874802109	0.7650944816821127	cluster_4_G4_M3_C3	cluster_4_G4_M3_C3	0
5	cluster_4_G5_M5_C3	cluster_4_G5_M5_C3	0.7684805781652814	0.7685330069808534	0.7617872981516984	0.7599747644293778	cluster_4_G4_M4_C3	cluster_4_G4_M4_C3	0
5	cluster_4_G5_M5_C6	cluster_4_G5_M5_C6	0.7681258870897661	0.7676282478347768	0.7596956001300266	0.7581592176588587	cluster_4_G4_M4_C3	cluster_4_G4_M4_C3	0
5	cluster_4_G5_M4_C2	cluster_4_G5_M4_C2	0.7681009761608202	0.7676327375952263	0.7646972815823373	0.7620588097941567	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
5	cluster_4_G4_M4_C3	cluster_4_G4_M4_C3	0.7680704168235666	0.7681222663152102	0.7612854066592459	0.7595995324487544	cluster_4_G3_M4_C7	cluster_4_G3_M4_C7	0
5	cluster_4_G4_M3_C3	cluster_4_G4_M3_C3	0.7666544043101701	0.7661645859282218	0.7678745467188819	0.7652777647355494	cluster_4_G3_M2_C2	cluster_4_G3_M2_C2	0
5	cluster_4_G5_M2_C6	cluster_4_G5_M2_C6	0.7666300727051525	0.7661466268864235	0.7683556820784048	0.7659117803905161	cluster_4_G4_M3_C3	cluster_4_G4_M3_C3	0
5	cluster_4_G5_M5_C10	cluster_4_G5_M5_C10	0.7665004489760446	0.766004837354807	0.7615475512338505	0.7596555026057988	cluster_4_G4_M4_C3	cluster_4_G4_M4_C3	0
5	cluster_4_G4_M3_C4	cluster_4_G4_M3_C4	0.7662161457579004	0.7657216927845204	0.7690363761319192	0.7667092094000911	cluster_4_G3_M2_C2	cluster_4_G3_M2_C2	0
5	cluster_4_G5_M5_C8	cluster_4_G5_M5_C8	0.7654930046635575	0.7649998551690176	0.7572785586191255	0.7560337784311957	cluster_4_G4_M4_C3	cluster_4_G4_M4_C3	0
5	cluster_4_G5_M5_C5	cluster_4_G5_M5_C5	0.7647352489644584	0.7642308026533037	0.7596030339074161	0.7579067141264828	cluster_4_G4_M4_C3	cluster_4_G4_M4_C3	0
5	cluster_4_G5_M3_C9	cluster_4_G5_M3_C9	0.7647219245140917	0.7647674014425168	0.7729267673227678	0.7707719740603896	cluster_4_G4_M3_C4	cluster_4_G4_M3_C4	0
5	cluster_4_G5_M3_C3	cluster_4_G5_M3_C3	0.7632452278191351	0.7627546852822755	0.7705558575315831	0.7683821820399482	cluster_4_G4_M3_C4	cluster_4_G4_M3_C4	0
5	cluster_4_G5_M5_C9	cluster_4_G5_M5_C9	0.763210758045361	0.762720505170466	0.7477846531394627	0.7461833159109756	cluster_4_G4_M4_C3	cluster_4_G4_M4_C3	0
5	cluster_4_G5_M3_C8	cluster_4_G5_M3_C8	0.7624848651623551	0.7619823016539699	0.7649013924308727	0.7624744503985937	cluster_4_G4_M3_C4	cluster_4_G4_M3_C4	0
5	cluster_4_G5_M2_C7	cluster_4_G5_M2_C7	0.7615108768067665	0.7610309069316108	0.7628375765213794	0.760617818613505	cluster_4_G4_M3_C3	cluster_4_G4_M3_C3	0
5	cluster_4_G5_M5_C2	cluster_4_G5_M5_C2	0.7608924485125859	0.7603871332155375	0.7576519713794013	0.7555426930388183	cluster_4_G4_M4_C3	cluster_4_G4_M4_C3	0
5	cluster_4_G5_M5_C7	cluster_4_G5_M5_C7	0.7607985980360917	0.7603009587811024	0.7519690661497731	0.7501222285232407	cluster_4_G4_M4_C3	cluster_4_G4_M4_C3	0
5	cluster_4_G5_M3_C4	cluster_4_G5_M3_C4	0.7605801929148682	0.7600853054485415	0.7640697863812048	0.7616557808515072	cluster_4_G4_M3_C4	cluster_4_G4_M3_C4	0
5	cluster_4_G5_M3_C7	cluster_4_G5_M3_C7	0.7594884569707151	0.7590026938562697	0.7614525923166791	0.7596045329962673	cluster_4_G4_M3_C4	cluster_4_G4_M3_C4	0
5	cluster_4_G5_M3_C6	cluster_4_G5_M3_C6	0.7584692813486662	0.7579754076992149	0.7619002790132067	0.759773876891793	cluster_4_G4_M3_C4	cluster_4_G4_M3_C4	0
5	cluster_4_G5_M3_C1	cluster_4_G5_M3_C1	0.7577422298178026	0.7572424180980796	0.7635491321592273	0.7610491855846048	cluster_4_G4_M3_C4	cluster_4_G4_M3_C4	0
5	cluster_4_G5_M1_C4	cluster_4_G5_M1_C4	0.7564103641050889	0.7564761173710282	0.7564333360727475	0.7557919001872522	cluster_4_G4_M1_C10	cluster_4_G4_M1_C10	0
5	cluster_4_G5_M2_C3	cluster_4_G5_M2_C3	0.7563088375865363	0.7558181502186947	0.7638838890158136	0.7613907807887479	cluster_4_G4_M3_C3	cluster_4_G4_M3_C3	0
5	cluster_4_G5_M3_C5	cluster_4_G5_M3_C5	0.7561160675491699	0.7561734206181386	0.761197604885753	0.7586524929953085	cluster_4_G4_M3_C4	cluster_4_G4_M3_C4	0
5	cluster_4_G5_M2_C2	cluster_4_G5_M2_C2	0.755205804825768	0.7552595371201807	0.760380248308564	0.7576671918145728	cluster_4_G4_M3_C3	cluster_4_G4_M3_C3	0
5	cluster_4_G5_M1_C8	cluster_4_G5_M1_C8	0.7521497262694432	0.7516652666338383	0.7519769458108515	0.7508750959199664	cluster_4_G4_M1_C10	cluster_4_G4_M1_C10	0
5	cluster_4_G5_M3_C2	cluster_4_G5_M3_C2	0.7517652000115865	0.7512679952495438	0.7591499360241853	0.7567676641867946	cluster_4_G4_M3_C4	cluster_4_G4_M3_C4	0
5	cluster_4_G5_M2_C8	cluster_4_G5_M2_C8	0.7461650204211684	0.7456643397155519	0.7578232330538913	0.7553311451829247	cluster_4_G4_M3_C3	cluster_4_G4_M3_C3	0
6	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	0.8260640732265447	0.8256265388291864	0.8171508982340984	0.8153680657779483	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	1
6	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	0.8235018683196706	0.8230701271616025	0.8140068208738874	0.8120775633999245	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	1
6	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	0.8208584132317587	0.8204175477218087	0.8191056599747917	0.8170557895933213	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	1
6	cluster_4_G6_M2_C10	cluster_4_G6_M2_C10	0.819202705442748	0.8187861715378153	0.809025031334989	0.8076030887243618	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	1
6	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0.8190086319265415	0.8185931118384846	0.8102101444718556	0.8080373809951991	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	1
6	cluster_4_G6_M5_C5	cluster_4_G6_M5_C5	0.8181906265388292	0.8177707615213047	0.8081768662389098	0.8061111706538034	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	0
6	cluster_4_G6_M3_C10	cluster_4_G6_M3_C10	0.8178527358572546	0.8174288155722274	0.8101219243613917	0.8078549443988625	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
6	cluster_4_G6_M2_C5	cluster_4_G6_M2_C5	0.8177516438316487	0.8173216406453668	0.7977140917386286	0.7970630565656623	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	0
6	cluster_4_G6_M2_C1	cluster_4_G6_M2_C1	0.8166593285635662	0.8162474292500652	0.7971362234157748	0.7959827570991936	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	0
6	cluster_4_G6_M3_C5	cluster_4_G6_M3_C5	0.8162972511079565	0.8158773860904325	0.8067615164875762	0.80490858445215	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
6	cluster_4_G6_M5_C8	cluster_4_G6_M5_C8	0.8160775425078928	0.8156714364336819	0.8082083467003085	0.8060409452141938	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	0
6	cluster_4_G6_M5_C1	cluster_4_G6_M5_C1	0.8138026822697908	0.813346319844741	0.8093806223916099	0.807145928319663	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	0
6	cluster_4_G6_M3_C7	cluster_4_G6_M3_C7	0.8138018132838972	0.8133700721258292	0.8076433895002373	0.8054096948023347	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
6	cluster_4_G6_M4_C2	cluster_4_G6_M4_C2	0.8135925325145559	0.813141818497813	0.8051721067246278	0.8030372232215944	cluster_4_G5_M4_C3	cluster_4_G5_M4_C3	0
6	cluster_4_G6_M2_C4	cluster_4_G6_M2_C4	0.810927787272253	0.8104944529733801	0.7968956999274156	0.7957315667256852	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	0
6	cluster_4_G6_M1_C10	cluster_4_G6_M1_C10	0.8097782637661844	0.8093478260869564	0.8057729892723703	0.8034849815308062	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
6	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	0.809076702488196	0.8086469889638792	0.7968229555562001	0.7956593714819494	cluster_4_G4_M1_C10	cluster_4_G4_M1_C10	0
6	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	0.8086653824986241	0.8082177099325087	0.8052431547684789	0.8029186310034199	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
6	cluster_4_G6_M3_C9	cluster_4_G6_M3_C9	0.8083482026475101	0.8079192132781045	0.7964376308116236	0.7943199322016649	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
6	cluster_4_G6_M5_C10	cluster_4_G6_M5_C10	0.8075035483590649	0.8070451583002638	0.8040796801175145	0.8017281459209982	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	0
6	cluster_4_G6_M3_C6	cluster_4_G6_M3_C6	0.8072670393650611	0.8068145873765316	0.8022250057425367	0.7997706977621498	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
6	cluster_4_G6_M1_C9	cluster_4_G6_M1_C9	0.8072583495061264	0.8068241462213598	0.8042360479561242	0.802061663081107	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
6	cluster_4_G6_M4_C9	cluster_4_G6_M4_C9	0.8061105639718447	0.805633345885352	0.8018377652740197	0.7995783979727797	cluster_4_G5_M4_C3	cluster_4_G5_M4_C3	0
6	cluster_4_G6_M2_C6	cluster_4_G6_M2_C6	0.8054357964255716	0.8050039104365205	0.7929299958843922	0.7917986566988084	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	0
6	cluster_4_G6_M1_C2	cluster_4_G6_M1_C2	0.8036080294296551	0.8031607913564869	0.8012067881599305	0.7988269085089147	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
6	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0.8036080294296551	0.8031607913564869	0.8012067881599305	0.7988269085089147	cluster_4_G3_M2_C2	cluster_4_G3_M2_C2	0
6	cluster_4_G6_M2_C8	cluster_4_G6_M2_C8	0.8027161602409986	0.8022718187874751	0.7914921658159596	0.7902655549517412	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	0
6	cluster_4_G6_M2_C7	cluster_4_G6_M2_C7	0.8024921067114672	0.8020468962720505	0.789146620645683	0.7879508658117724	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	0
6	cluster_4_G6_M1_C3	cluster_4_G6_M1_C3	0.8015848854386927	0.8011360542247199	0.7987049168984734	0.7963801842653296	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
6	cluster_4_G6_M5_C7	cluster_4_G6_M5_C7	0.8005326883526924	0.8000763259276424	0.7985014759947499	0.7962298189472069	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	0
6	cluster_4_G6_M4_C4	cluster_4_G6_M4_C4	0.8003719259624015	0.7999104944529734	0.7971863623702838	0.794661621832743	cluster_4_G5_M4_C3	cluster_4_G5_M4_C3	0
6	cluster_4_G5_M4_C3	cluster_4_G5_M4_C3	0.8003719259624015	0.7999104944529734	0.7971863623702838	0.794661621832743	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
6	cluster_4_G6_M5_C4	cluster_4_G6_M5_C4	0.8000042000984849	0.7995398719694117	0.794961835833952	0.7929589697402666	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	0
6	cluster_4_G6_M3_C3	cluster_4_G6_M3_C3	0.7992570170610899	0.7988223792833763	0.7961831055389007	0.7941751460628891	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
6	cluster_4_G6_M1_C4	cluster_4_G6_M1_C4	0.7989493960548041	0.7984943371085943	0.7939615076827392	0.7912788707642069	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
6	cluster_4_G6_M4_C3	cluster_4_G6_M4_C3	0.7988778495495756	0.7984138110824667	0.7942955933993804	0.7918844284927371	cluster_4_G5_M4_C3	cluster_4_G5_M4_C3	0
6	cluster_4_G6_M2_C3	cluster_4_G6_M2_C3	0.7985205515163795	0.7980560785563247	0.7873637761768865	0.7862177810048936	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	0
6	cluster_4_G6_M4_C7	cluster_4_G6_M4_C7	0.795540364394751	0.795081395012021	0.7894557296584589	0.7875630541057163	cluster_4_G5_M4_C3	cluster_4_G5_M4_C3	0
6	cluster_4_G6_M3_C1	cluster_4_G6_M3_C1	0.7953748225820466	0.7949264258610201	0.7927163759932554	0.7903531619996771	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
6	cluster_4_G6_M1_C8	cluster_4_G6_M1_C8	0.7941269588390346	0.7936627755409437	0.7924996298628748	0.7899441668987035	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
6	cluster_4_G6_M2_C2	cluster_4_G6_M2_C2	0.7934757987428669	0.7930200156417461	0.7824265923300874	0.7814665579374351	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	0
6	cluster_4_G6_M4_C5	cluster_4_G6_M4_C5	0.792406077108015	0.7919502940068939	0.788475504663179	0.7864153709215371	cluster_4_G5_M4_C3	cluster_4_G5_M4_C3	0
6	cluster_4_G6_M4_C8	cluster_4_G6_M4_C8	0.7922644324073806	0.7917864901659762	0.7909818146756221	0.7885078002031107	cluster_4_G5_M4_C3	cluster_4_G5_M4_C3	0
6	cluster_4_G6_M3_C2	cluster_4_G6_M3_C2	0.7907218376155025	0.7902715580917069	0.7843411448013187	0.7822418495870699	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
6	cluster_4_G6_M5_C9	cluster_4_G6_M5_C9	0.788551979839527	0.7881022796396604	0.7890512047767267	0.7869371894196843	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	0
6	cluster_4_G6_M3_C8	cluster_4_G6_M3_C8	0.7865772093966341	0.7861347507458796	0.7851811902871333	0.7826374755275073	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
6	cluster_4_G6_M4_C1	cluster_4_G6_M4_C1	0.7824567679518002	0.7819938881325493	0.7856846286800523	0.78314044680056	cluster_4_G5_M4_C3	cluster_4_G5_M4_C3	0
6	cluster_4_G6_M4_C10	cluster_4_G6_M4_C10	0.7824567679518002	0.7819938881325493	0.7856846286800523	0.78314044680056	cluster_4_G5_M4_C3	cluster_4_G5_M4_C3	0
6	cluster_4_G6_M4_C6	cluster_4_G6_M4_C6	0.7822590736610374	0.7817843177012427	0.7820471006939077	0.7799268297495477	cluster_4_G5_M4_C3	cluster_4_G5_M4_C3	0
6	cluster_4_G6_M1_C6	cluster_4_G6_M1_C6	0.7795682588419316	0.779093792544101	0.7854884397576735	0.7832951107080134	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
6	cluster_4_G6_M1_C5	cluster_4_G6_M1_C5	0.7795682588419316	0.779093792544101	0.7854884397576735	0.7832951107080134	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
6	cluster_4_G6_M1_C7	cluster_4_G6_M1_C7	0.7795682588419316	0.779093792544101	0.7854884397576735	0.7832951107080134	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
6	cluster_4_G6_M5_C6	cluster_4_G6_M5_C6	0.7784966544043099	0.7780282710077339	0.7804163285050227	0.778477309655644	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	0
6	cluster_4_G6_M5_C3	cluster_4_G6_M5_C3	0.744466297830432	0.7439805347159864	0.7526257130716824	0.7509396527473059	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	0
6	cluster_4_G6_M1_C1	cluster_4_G6_M1_C1	0.7408595718796165	0.7403716363004373	0.7492800766897859	0.7474679816963675	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
7	cluster_4_G7_M4_C4	cluster_4_G7_M4_C4	0.8354370999044114	0.8350336007878805	0.8258842683431661	0.8242655908936533	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	1
7	cluster_4_G7_M5_C7	cluster_4_G7_M5_C7	0.833146597920227	0.8327177533818035	0.822002113356423	0.8202377785705354	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	1
7	cluster_4_G7_M2_C1	cluster_4_G7_M2_C1	0.8328055209570432	0.8323902905309503	0.8229366571176254	0.8212192693885594	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	1
7	cluster_4_G7_M4_C8	cluster_4_G7_M4_C8	0.8322172175071687	0.8318027112359876	0.8205651340022405	0.8186899450510787	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	1
7	cluster_4_G7_M2_C7	cluster_4_G7_M2_C7	0.8318254497001997	0.8314076123164267	0.8190072147386462	0.8172491802756561	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	1
7	cluster_4_G7_M4_C7	cluster_4_G7_M4_C7	0.8281764331025692	0.8277516438316485	0.8180202436465449	0.8162338117506643	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	0
7	cluster_4_G7_M4_C6	cluster_4_G7_M4_C6	0.8279536830518784	0.82751484517568	0.8186131530173512	0.8165632124810296	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	0
7	cluster_4_G7_M4_C2	cluster_4_G7_M4_C2	0.8279486139674996	0.8275217970628277	0.8173814402977628	0.8158827123640361	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	0
7	cluster_4_G7_M5_C8	cluster_4_G7_M5_C8	0.8276299858065637	0.8271879616487559	0.8236443515262367	0.8215625840829486	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	0
7	cluster_4_G7_M1_C9	cluster_4_G7_M1_C9	0.8275833502302813	0.8271824580714306	0.8116798092911159	0.8095080031090728	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
7	cluster_4_G7_M4_C3	cluster_4_G7_M4_C3	0.827448078092866	0.8270111230194362	0.8181929460588394	0.8163245204034691	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	0
7	cluster_4_G7_M5_C2	cluster_4_G7_M5_C2	0.8268557193754889	0.826426150682154	0.8229686310063987	0.8207222802620971	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	0
7	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	0.8260640732265447	0.8256265388291864	0.8171508982340984	0.8153680657779483	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
7	cluster_4_G7_M5_C9	cluster_4_G7_M5_C9	0.825230281261767	0.8247850708223502	0.8204846765799202	0.8183604225269728	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	0
7	cluster_4_G7_M5_C3	cluster_4_G7_M5_C3	0.824631839643136	0.8241709874576368	0.8220352207208032	0.8199468058293603	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	0
7	cluster_4_G7_M2_C10	cluster_4_G7_M2_C10	0.8245091678011758	0.8240777163050719	0.8146283115152255	0.8129619006103168	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	0
7	cluster_4_G7_M2_C5	cluster_4_G7_M2_C5	0.8243562262839267	0.8239288300553254	0.8157952462647122	0.8139477261422792	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	0
7	cluster_4_G7_M5_C6	cluster_4_G7_M5_C6	0.824248327202155	0.8238036960866668	0.8196370924305384	0.8174617602746655	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	0
7	cluster_4_G7_M3_C4	cluster_4_G7_M3_C4	0.8242393476812556	0.8238064478753295	0.8153241399679959	0.8141229648661759	cluster_4_G6_M2_C10	cluster_4_G6_M2_C10	0
7	cluster_4_G7_M1_C10	cluster_4_G7_M1_C10	0.8241799669785355	0.8237637227355674	0.8148088354696111	0.8126860082580969	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
7	cluster_4_G7_M2_C2	cluster_4_G7_M2_C2	0.8241644700634352	0.8237380876517105	0.8139371471613739	0.8117030245584087	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	0
7	cluster_4_G7_M2_C4	cluster_4_G7_M2_C4	0.8241230484025138	0.8237095559482085	0.8161671490609931	0.814334803932589	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	0
7	cluster_4_G7_M3_C5	cluster_4_G7_M3_C5	0.8240583089534511	0.8236494510905773	0.8075143984262017	0.8061427633320688	cluster_4_G6_M2_C10	cluster_4_G6_M2_C10	0
7	cluster_4_G7_M3_C2	cluster_4_G7_M3_C2	0.8240261564753931	0.8236075949367089	0.8084132950207421	0.8069964103931622	cluster_4_G6_M2_C10	cluster_4_G6_M2_C10	0
7	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	0.8235018683196706	0.8230701271616025	0.8140068208738874	0.8120775633999245	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	0
7	cluster_4_G7_M5_C5	cluster_4_G7_M5_C5	0.8231244387799436	0.8226795180024911	0.8195307417674033	0.8171113300744538	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	0
7	cluster_4_G7_M2_C9	cluster_4_G7_M2_C9	0.8227691683804997	0.8223330822929642	0.8143225602022566	0.8124952506420079	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	0
7	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	0.8208584132317587	0.8204175477218087	0.8191056599747917	0.8170557895933213	cluster_4_G5_M4_C7	cluster_4_G5_M4_C7	0
7	cluster_4_G7_M2_C8	cluster_4_G7_M2_C8	0.8207603626567795	0.8203325319352316	0.8098113123480526	0.8079513787475787	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	0
7	cluster_4_G7_M3_C9	cluster_4_G7_M3_C9	0.8202246328534598	0.8197969469628943	0.8105567231890701	0.8091877686303113	cluster_4_G6_M2_C10	cluster_4_G6_M2_C10	0
7	cluster_4_G6_M2_C10	cluster_4_G6_M2_C10	0.819202705442748	0.8187861715378153	0.809025031334989	0.8076030887243618	cluster_4_G5_M1_C6	cluster_4_G5_M1_C6	0
7	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0.8190086319265415	0.8185931118384846	0.8102101444718556	0.8080373809951991	cluster_4_G4_M3_C5	cluster_4_G4_M3_C5	0
7	cluster_4_G7_M2_C3	cluster_4_G7_M2_C3	0.8187441705529647	0.8188656837470671	0.8107047906919504	0.8089337004598962	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	0
7	cluster_4_G7_M4_C10	cluster_4_G7_M4_C10	0.8176068128494044	0.8171642093676679	0.8115977359831688	0.8098442349339262	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	0
7	cluster_4_G7_M1_C6	cluster_4_G7_M1_C6	0.8171941893809923	0.8167709932508762	0.8072803451804796	0.80499849085887	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
7	cluster_4_G7_M2_C6	cluster_4_G7_M2_C6	0.8164543927236912	0.8160164238333864	0.807533042751602	0.8055283967913897	cluster_4_G6_M2_C9	cluster_4_G6_M2_C9	0
7	cluster_4_G7_M4_C1	cluster_4_G7_M4_C1	0.816417750485184	0.8159928163832807	0.8091777593055101	0.8072833645006404	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	0
7	cluster_4_G7_M4_C9	cluster_4_G7_M4_C9	0.8163159343046665	0.8158826000057933	0.8090651920100306	0.8071646610598577	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	0
7	cluster_4_G7_M1_C2	cluster_4_G7_M1_C2	0.8159650088346891	0.8155406540567158	0.8067587597299313	0.8053735857775518	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
7	cluster_4_G7_M3_C1	cluster_4_G7_M3_C1	0.8155106740433912	0.8150818295049678	0.8058617042879166	0.804633823868898	cluster_4_G6_M2_C10	cluster_4_G6_M2_C10	0
7	cluster_4_G7_M5_C1	cluster_4_G7_M5_C1	0.8138617733105468	0.8134101903079106	0.8133336996049697	0.8111264742703219	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	0
7	cluster_4_G7_M1_C5	cluster_4_G7_M1_C5	0.8129672971642096	0.8125330938794426	0.8022617454102116	0.800415165332009	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
7	cluster_4_G7_M1_C7	cluster_4_G7_M1_C7	0.810390898821076	0.8099574196912205	0.8045158990657862	0.8023955392766944	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
7	cluster_4_G7_M3_C3	cluster_4_G7_M3_C3	0.8087141905396401	0.8082775251281755	0.7995666595393035	0.797550577052322	cluster_4_G6_M2_C10	cluster_4_G6_M2_C10	0
7	cluster_4_G7_M3_C8	cluster_4_G7_M3_C8	0.8081545636242505	0.8077220983112707	0.8004657472178454	0.798599579545756	cluster_4_G6_M2_C10	cluster_4_G6_M2_C10	0
7	cluster_4_G7_M5_C4	cluster_4_G7_M5_C4	0.8080917069779566	0.8076279581728124	0.8071919508167404	0.8050627553169486	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	0
7	cluster_4_G7_M3_C10	cluster_4_G7_M3_C10	0.8077429539727142	0.8073023781247285	0.8000748686353241	0.7984479443304887	cluster_4_G6_M2_C10	cluster_4_G6_M2_C10	0
7	cluster_4_G7_M3_C7	cluster_4_G7_M3_C7	0.807707904875011	0.807271818787475	0.8000199037427945	0.7983775624253319	cluster_4_G6_M2_C10	cluster_4_G6_M2_C10	0
7	cluster_4_G7_M1_C3	cluster_4_G7_M1_C3	0.8067721518987341	0.8063347623323582	0.7943679098076545	0.7924167632642338	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
7	cluster_4_G7_M4_C5	cluster_4_G7_M4_C5	0.8037304116096514	0.8032886771138082	0.7967470291400893	0.7949125088962974	cluster_4_G6_M3_C4	cluster_4_G6_M3_C4	0
7	cluster_4_G7_M5_C10	cluster_4_G7_M5_C10	0.8004996668887409	0.8005951105060396	0.8062085334470428	0.8041943095016114	cluster_4_G6_M5_C2	cluster_4_G6_M5_C2	0
7	cluster_4_G7_M1_C1	cluster_4_G7_M1_C1	0.7976017437650256	0.7971490021145324	0.7948768230807715	0.7925079419051103	cluster_4_G5_M4_C1	cluster_4_G5_M4_C1	0
